192.96811	67.73983
244.1642	110.8582
261.15775	129.5965
275.59494	80.46323
314.6499	73.12415
318.53464	74.77551
332.19034	129.8459
352.76807	80.8383
368.19485	161.2779
369.15225	70.75565
391.24362	87.39551
407.71011	765.3865
408.21057	168.6249
429.08914	1021.067
439.22614	1080.865
439.72787	146.117
446.2355	1156.349
447.24475	107.6111
473.73792	582.5543
474.23178	151.0379
479.22253	89.13316
482.74237	1837.839
483.24542	517.5132
485.22946	160.8755
494.23871	117.7743
504.73248	104.7452
514.25714	168.123
519.32617	84.28606
530.75781	348.261
531.25165	574.6472
531.75232	195.0436
532.28021	122.7291
539.76459	461.346
540.26691	216.6365
542.25702	383.6699
542.74811	144.7962
551.26862	138.4185
556.75995	131.5791
557.25281	154.4313
565.75897	124.528
566.2757	105.5735
567.77228	99.65214
574.27252	177.6217
574.77173	304.3945
576.76465	337.0186
577.26617	151.8026
583.28101	403.2102
583.77972	189.2003
584.76569	107.6447
585.76959	493.1025
586.26678	473.7382
588.81873	233.3332
593.77887	196.0799
594.27661	474.5169
594.7774	2625.148
595.19702	98.07767
595.28461	770.8936
600.28125	93.24009
602.78687	539.2776
603.27844	1425.828
603.77917	411.5556
611.79083	1100.022
612.29089	786.955
614.30945	189.8356
620.92456	94.50323
622.67065	211.5718
623.00433	308.2873
623.32965	160.2828
633.36646	106.8811
643.30194	564.7256
643.97461	92.41217
644.30664	106.7596
645.85065	86.88284
649.98712	91.16106
650.3183	272.1689
651.32245	139.994
655.65698	146.5744
658.32581	139.126
659.32867	227.4465
659.82428	339.1299
661.66272	355.9604
661.99719	261.6057
662.33771	205.5486
703.34155	200.9261
711.84381	425.8564
712.34216	443.5017
730.33459	528.4755
731.33783	306.635
734.41376	187.7748
767.39771	118.5136
767.85651	156.7686
776.3606	152.4337
776.87164	151.6859
792.875	214.166
793.36304	110.3984
801.38068	355.2381
801.87268	427.9933
802.37146	169.9695
810.38464	701.1418
810.88306	447.7175
825.41553	142.4287
835.48615	151.6225
840.39972	185.6205
843.41937	2103.097
844.42188	598.3317
847.95972	203.4357
848.46552	218.2574
867.39832	150.6456
876.97156	152.0691
877.44507	2751.281
878.44775	713.0289
893.90674	138.2526
894.41077	196.3892
900.44226	714.466
901.44568	319.9002
902.92096	264.5187
903.41901	359.6289
904.91998	188.0056
924.98889	201.2831
933.49634	699.1588
934.00317	596.2888
934.4953	325.0743
942.42786	214.3432
949.50665	147.7699
951.43414	258.3941
951.92719	259.7183
959.93719	328.4117
960.44067	498.7733
964.47498	1128.607
965.47015	294.6219
969.44635	127.3267
987.47229	771.5002
988.47455	223.6013
1004.4575	103.0786
1061.5206	167.1585
1078.5142	103.0195
1101.5148	627.6382
1102.5326	281.1112
1116.5856	155.2629
1134.1617	74.63107
1134.5724	287.1478
1170.5297	155.2897
1187.5413	174.4809
1188.5481	456.1581
1205.5789	107.7451
1536.1685	73.7821
1563.991	85.92266
1625.6926	75.41674
1625.9557	76.29048
1833.2148	84.97263
1916.1755	82.42414
