104.31995	1077.574
110.07077	1154.813
116.98479	1330.395
120.08031	6500.032
126.48923	1215.806
128.27737	1158.139
129.10165	3797.562
130.08585	2611.797
136.07513	9154.673
136.52252	1412.883
137.77832	1248.443
147.11224	8205.349
158.09193	2467.716
167.16905	1281.443
167.72473	2512.719
171.11246	2653.337
175.11104	1862.324
175.11876	29656.39
179.04727	1394.587
187.07079	4281.374
198.08717	1476.271
199.0706	5520.419
209.61055	1414.925
213.0461	2471.667
222.14781	1353.332
226.08147	6771.714
239.17575	2284.68
240.097	3375.53
240.15744	2008.335
242.14937	3585.241
243.10825	10229.1
246.18063	7251.365
246.89699	2236.643
248.7056	2449.125
258.10706	4221.326
274.18701	18420.54
275.08005	2938.509
277.11771	5736.08
290.07974	4378.123
296.10522	2492.893
300.15506	2448.349
340.16962	2509.36
340.73346	2182.615
341.21759	2547.286
342.20258	2422.252
348.41574	2648.273
357.13498	3216.578
359.2645	7292.44
386.11166	11693.4
387.27063	24152.21
395.49078	2912.691
403.1377	3267.656
403.16367	3582.586
404.12137	2730.727
405.17575	9322.017
424.1459	9205.194
429.55704	2408.791
461.19131	5076.191
470.29428	3192.457
475.79361	2516.352
480.78479	2448.314
488.30606	12862.48
491.80048	3859.572
500.35492	17901.03
501.35315	3110.344
515.1546	26967.78
516.15747	3835.899
518.26099	2913.609
532.18359	7357.03
571.39191	15435.13
572.3985	3353.948
582.23248	2752.083
587.37537	7296.048
588.37811	2720.51
627.25574	9371.27
628.23877	20446
629.23883	4545.791
645.2644	12698.54
646.26727	4148.49
646.69763	2624.702
664.27466	3701.32
675.4231	26154.19
675.92688	14309.2
685.43524	33691.25
686.43536	7987.579
697.93274	2760.535
698.14093	2936.794
700.46216	8753.339
703.71136	2901.061
752.29633	3013.967
757.29669	2939.461
771.49506	7482.976
772.49866	3670.996
775.30634	11380.93
776.30927	3229.043
779.46002	4339.276
785.47827	9085.49
785.81061	10337.16
786.14398	8964.351
792.33325	9252.149
813.49353	32491.92
814.49664	9612.339
839.83093	9984.145
840.16638	13167.5
840.5072	11287.34
860.849	6782.225
861.354	5912.51
872.54669	23071.12
873.54407	8425.937
896.18268	5612.033
901.85406	9202.754
902.19049	15286.45
902.51862	6595.857
939.88562	12078.4
940.21979	6483.617
958.51086	6451.497
960.56226	51754.06
961.56635	17897
963.01599	6855.909
966.54956	8709.602
976.55328	5820.477
982.57495	6096.123
982.9024	8249.664
1000.6061	8420.873
1019.9094	4103.637
1025.9185	4796.463
1031.4269	8061.255
1032.415	5601.393
1049.4302	6031.223
1058.0831	4040.31
1074.2628	6785.071
1074.6099	9404.287
1074.9431	6890.315
1089.2368	3186.522
1117.2383	6506.146
1117.549	3486.894
1131.1254	3693.632
1145.4979	5418.609
1146.4889	3109.448
1159.1455	4111.549
1164.578	3069.252
1173.6404	4371.271
1175.0638	2968.297
1177.71	19721.8
1178.2181	21935.26
1178.7131	11562.45
1219.5378	3828.89
1228.16	3277.68
1230.1819	2637.82
1230.6969	2742.482
1232.683	3974.163
1247.6014	2701.705
1259.2417	12618.17
1259.7408	18768.35
1260.2473	11230.91
1276.6573	2924.339
1297.802	2878.605
1323.7585	5094.052
1324.2655	9168.657
1324.7677	5134.531
1343.7582	4327.846
1344.2625	6555.599
1348.5706	4233.055
1349.8336	5421.899
1350.85	4247.255
1352.2732	35041.97
1352.777	36789.91
1353.2766	22782.3
1353.7819	5184.604
1408.8195	6281.371
1409.3123	11249.9
1409.8177	6666.579
1440.3541	2846.292
1472.8455	3044.814
1473.3473	2795.796
1473.8357	2571.117
1511.6503	3107.592
1538.3694	3421.022
1550.6224	3378.353
1571.4528	3144.356
1611.4226	3504.665
1617.9039	2570.067
1680.3469	2501.668
1710.666	2386.354
1729.0896	2368.488
1744.2289	2579.276
1946.8798	2426.515
1991.0004	2241.505
